Train Iteration: 100%
9044/9044 [3:46:45<00:00, 1.50s/it]
{'avg_chunks': 3.6, 'loss': 2.340784454345703, 'learning_rate': 1.7417286271041214e-05, 'optimizer_steps': 73}
{'avg_chunks': 2.8, 'loss': 2.5611884593963623, 'learning_rate': 1.7417286271041214e-05, 'optimizer_steps': 73}
{'avg_chunks': 2.0, 'loss': 2.815667200088501, 'learning_rate': 1.738190663091849e-05, 'optimizer_steps': 74}
{'avg_chunks': 2.2, 'loss': 2.326901173591614, 'learning_rate': 1.738190663091849e-05, 'optimizer_steps': 74}
{'avg_chunks': 2.4, 'loss': 2.040543222427368, 'learning_rate': 1.738190663091849e-05, 'optimizer_steps': 74}
{'avg_chunks': 3.0, 'loss': 2.688182067871094, 'learning_rate': 1.7346526990795765e-05, 'optimizer_steps': 75}
{'avg_chunks': 2.0, 'loss': 2.4018134593963625, 'learning_rate': 1.7346526990795765e-05, 'optimizer_steps': 75}
{'avg_chunks': 4.0, 'loss': 2.79838080406189, 'learning_rate': 1.7346526990795765e-05, 'optimizer_steps': 75}
{'avg_chunks': 3.6, 'loss': 2.790048384666443, 'learning_rate': 1.7311147350673042e-05, 'optimizer_steps': 76}
{'avg_chunks': 2.6, 'loss': 2.0645405292510985, 'learning_rate': 1.7311147350673042e-05, 'optimizer_steps': 76}
{'avg_chunks': 3.0, 'loss': 2.3780749320983885, 'learning_rate': 1.7311147350673042e-05, 'optimizer_steps': 76}
{'avg_chunks': 3.0, 'loss': 2.395071792602539, 'learning_rate': 1.7311147350673042e-05, 'optimizer_steps': 76}
{'avg_chunks': 3.6, 'loss': 2.581669330596924, 'learning_rate': 1.727576771055032e-05, 'optimizer_steps': 77}
{'avg_chunks': 3.0, 'loss': 2.4396304368972777, 'learning_rate': 1.727576771055032e-05, 'optimizer_steps': 77}
{'avg_chunks': 3.2, 'loss': 2.3148446559906004, 'learning_rate': 1.727576771055032e-05, 'optimizer_steps': 77}
{'avg_chunks': 2.4, 'loss': 2.286993980407715, 'learning_rate': 1.7240388070427597e-05, 'optimizer_steps': 78}
{'avg_chunks': 3.2, 'loss': 2.580964994430542, 'learning_rate': 1.7240388070427597e-05, 'optimizer_steps': 78}
{'avg_chunks': 3.2, 'loss': 2.724742221832275, 'learning_rate': 1.7240388070427597e-05, 'optimizer_steps': 78}
{'avg_chunks': 2.6, 'loss': 2.4590177059173586, 'learning_rate': 1.7205008430304874e-05, 'optimizer_steps': 79}
{'avg_chunks': 3.0, 'loss': 2.05621395111084, 'learning_rate': 1.7205008430304874e-05, 'optimizer_steps': 79}
{'avg_chunks': 2.6, 'loss': 2.400849628448486, 'learning_rate': 1.7205008430304874e-05, 'optimizer_steps': 79}
{'avg_chunks': 2.6, 'loss': 2.3007226943969727, 'learning_rate': 1.716962879018215e-05, 'optimizer_steps': 80}
{'avg_chunks': 3.2, 'loss': 2.3962223529815674, 'learning_rate': 1.716962879018215e-05, 'optimizer_steps': 80}
{'avg_chunks': 2.2, 'loss': 2.3893292903900147, 'learning_rate': 1.716962879018215e-05, 'optimizer_steps': 80}
{'avg_chunks': 2.4, 'loss': 2.2101757287979127, 'learning_rate': 1.713424915005943e-05, 'optimizer_steps': 81}
{'avg_chunks': 3.4, 'loss': 2.589256238937378, 'learning_rate': 1.713424915005943e-05, 'optimizer_steps': 81}
{'avg_chunks': 2.4, 'loss': 2.4831686496734617, 'learning_rate': 1.713424915005943e-05, 'optimizer_steps': 81}
{'avg_chunks': 3.6, 'loss': 2.817239236831665, 'learning_rate': 1.713424915005943e-05, 'optimizer_steps': 81}
{'avg_chunks': 2.8, 'loss': 2.713231325149536, 'learning_rate': 1.7098869509936703e-05, 'optimizer_steps': 82}
{'avg_chunks': 2.8, 'loss': 2.4033179759979246, 'learning_rate': 1.7098869509936703e-05, 'optimizer_steps': 82}
{'avg_chunks': 2.4, 'loss': 2.4946234226226807, 'learning_rate': 1.7098869509936703e-05, 'optimizer_steps': 82}
{'avg_chunks': 3.4, 'loss': 2.46811900138855, 'learning_rate': 1.7063489869813983e-05, 'optimizer_steps': 83}
{'avg_chunks': 2.8, 'loss': 2.4127233028411865, 'learning_rate': 1.7063489869813983e-05, 'optimizer_steps': 83}
{'avg_chunks': 2.0, 'loss': 2.654654312133789, 'learning_rate': 1.7063489869813983e-05, 'optimizer_steps': 83}
{'avg_chunks': 2.4, 'loss': 2.3860864639282227, 'learning_rate': 1.702811022969126e-05, 'optimizer_steps': 84}
{'avg_chunks': 2.2, 'loss': 2.513403224945068, 'learning_rate': 1.702811022969126e-05, 'optimizer_steps': 84}
{'avg_chunks': 3.2, 'loss': 2.4867697238922117, 'learning_rate': 1.702811022969126e-05, 'optimizer_steps': 84}
{'avg_chunks': 2.4, 'loss': 2.669568920135498, 'learning_rate': 1.6992730589568534e-05, 'optimizer_steps': 85}
{'avg_chunks': 3.4, 'loss': 2.6472611904144285, 'learning_rate': 1.6992730589568534e-05, 'optimizer_steps': 85}
{'avg_chunks': 3.0, 'loss': 2.6331902980804442, 'learning_rate': 1.6992730589568534e-05, 'optimizer_steps': 85}
{'avg_chunks': 2.6, 'loss': 2.341156840324402, 'learning_rate': 1.695735094944581e-05, 'optimizer_steps': 86}
{'avg_chunks': 3.4, 'loss': 2.509199857711792, 'learning_rate': 1.695735094944581e-05, 'optimizer_steps': 86}
{'avg_chunks': 2.6, 'loss': 2.450997495651245, 'learning_rate': 1.695735094944581e-05, 'optimizer_steps': 86}
{'avg_chunks': 3.0, 'loss': 2.499308133125305, 'learning_rate': 1.695735094944581e-05, 'optimizer_steps': 86}
{'avg_chunks': 2.4, 'loss': 2.329332160949707, 'learning_rate': 1.692197130932309e-05, 'optimizer_steps': 87}
{'avg_chunks': 4.0, 'loss': 2.605171966552734, 'learning_rate': 1.692197130932309e-05, 'optimizer_steps': 87}
{'avg_chunks': 3.6, 'loss': 2.532272958755493, 'learning_rate': 1.692197130932309e-05, 'optimizer_steps': 87}
{'avg_chunks': 2.6, 'loss': 2.2807869911193848, 'learning_rate': 1.6886591669200366e-05, 'optimizer_steps': 88}
{'avg_chunks': 3.4, 'loss': 2.5650070667266847, 'learning_rate': 1.6886591669200366e-05, 'optimizer_steps': 88}
{'avg_chunks': 2.6, 'loss': 2.399481678009033, 'learning_rate': 1.6886591669200366e-05, 'optimizer_steps': 88}
{'avg_chunks': 2.8, 'loss': 1.9760194540023803, 'learning_rate': 1.6851212029077643e-05, 'optimizer_steps': 89}
{'avg_chunks': 2.6, 'loss': 2.2277556657791138, 'learning_rate': 1.6851212029077643e-05, 'optimizer_steps': 89}
{'avg_chunks': 2.8, 'loss': 2.1214321851730347, 'learning_rate': 1.6851212029077643e-05, 'optimizer_steps': 89}
{'avg_chunks': 3.2, 'loss': 2.7085235357284545, 'learning_rate': 1.681583238895492e-05, 'optimizer_steps': 90}
{'avg_chunks': 2.8, 'loss': 2.4988829374313353, 'learning_rate': 1.681583238895492e-05, 'optimizer_steps': 90}
{'avg_chunks': 2.8, 'loss': 2.672704315185547, 'learning_rate': 1.681583238895492e-05, 'optimizer_steps': 90}
{'avg_chunks': 2.4, 'loss': 2.7258941173553466, 'learning_rate': 1.6780452748832198e-05, 'optimizer_steps': 91}
{'avg_chunks': 3.4, 'loss': 2.7732615947723387, 'learning_rate': 1.6780452748832198e-05, 'optimizer_steps': 91}
{'avg_chunks': 3.6, 'loss': 2.389144015312195, 'learning_rate': 1.6780452748832198e-05, 'optimizer_steps': 91}
{'avg_chunks': 3.2, 'loss': 2.8097116947174072, 'learning_rate': 1.6780452748832198e-05, 'optimizer_steps': 91}
{'avg_chunks': 3.2, 'loss': 2.5390322685241697, 'learning_rate': 1.674507310870947e-05, 'optimizer_steps': 92}
{'avg_chunks': 3.4, 'loss': 2.4909517765045166, 'learning_rate': 1.674507310870947e-05, 'optimizer_steps': 92}
{'avg_chunks': 3.2, 'loss': 2.433241033554077, 'learning_rate': 1.674507310870947e-05, 'optimizer_steps': 92}
{'avg_chunks': 3.2, 'loss': 2.453705072402954, 'learning_rate': 1.670969346858675e-05, 'optimizer_steps': 93}
{'avg_chunks': 2.8, 'loss': 2.044604754447937, 'learning_rate': 1.670969346858675e-05, 'optimizer_steps': 93}
{'avg_chunks': 4.0, 'loss': 2.6030789852142333, 'learning_rate': 1.670969346858675e-05, 'optimizer_steps': 93}
{'avg_chunks': 2.6, 'loss': 2.217694115638733, 'learning_rate': 1.667431382846403e-05, 'optimizer_steps': 94}
{'avg_chunks': 3.6, 'loss': 2.547781467437744, 'learning_rate': 1.667431382846403e-05, 'optimizer_steps': 94}
{'avg_chunks': 3.4, 'loss': 2.2011900424957274, 'learning_rate': 1.667431382846403e-05, 'optimizer_steps': 94}
{'avg_chunks': 2.2, 'loss': 2.266593647003174, 'learning_rate': 1.6638934188341303e-05, 'optimizer_steps': 95}
{'avg_chunks': 2.4, 'loss': 2.3948487043380737, 'learning_rate': 1.6638934188341303e-05, 'optimizer_steps': 95}
{'avg_chunks': 2.8, 'loss': 2.312943530082703, 'learning_rate': 1.6638934188341303e-05, 'optimizer_steps': 95}
{'avg_chunks': 3.0, 'loss': 2.527579092979431, 'learning_rate': 1.660355454821858e-05, 'optimizer_steps': 96}
{'avg_chunks': 2.6, 'loss': 2.441956329345703, 'learning_rate': 1.660355454821858e-05, 'optimizer_steps': 96}
{'avg_chunks': 2.8, 'loss': 2.1306878566741942, 'learning_rate': 1.660355454821858e-05, 'optimizer_steps': 96}
{'avg_chunks': 2.8, 'loss': 2.3643924713134767, 'learning_rate': 1.660355454821858e-05, 'optimizer_steps': 96}
{'avg_chunks': 3.2, 'loss': 2.398378849029541, 'learning_rate': 1.6568174908095858e-05, 'optimizer_steps': 97}
{'avg_chunks': 4.4, 'loss': 2.9707433700561525, 'learning_rate': 1.6568174908095858e-05, 'optimizer_steps': 97}
{'avg_chunks': 2.4, 'loss': 2.739891290664673, 'learning_rate': 1.6568174908095858e-05, 'optimizer_steps': 97}
{'avg_chunks': 2.8, 'loss': 2.5768951416015624, 'learning_rate': 1.6532795267973135e-05, 'optimizer_steps': 98}
{'avg_chunks': 2.8, 'loss': 2.524065089225769, 'learning_rate': 1.6532795267973135e-05, 'optimizer_steps': 98}
{'avg_chunks': 4.0, 'loss': 2.6963126182556154, 'learning_rate': 1.6532795267973135e-05, 'optimizer_steps': 98}
{'avg_chunks': 4.0, 'loss': 2.4764697551727295, 'learning_rate': 1.6497415627850412e-05, 'optimizer_steps': 99}
{'avg_chunks': 2.2, 'loss': 2.5850105762481688, 'learning_rate': 1.6497415627850412e-05, 'optimizer_steps': 99}
{'avg_chunks': 4.0, 'loss': 2.6530510425567626, 'learning_rate': 1.6497415627850412e-05, 'optimizer_steps': 99}
{'avg_chunks': 2.4, 'loss': 2.4109865188598634, 'learning_rate': 1.646203598772769e-05, 'optimizer_steps': 100}
{'avg_chunks': 3.0, 'loss': 2.5533681392669676, 'learning_rate': 1.646203598772769e-05, 'optimizer_steps': 100}
{'avg_chunks': 2.8, 'loss': 2.477070951461792, 'learning_rate': 1.646203598772769e-05, 'optimizer_steps': 100}
{'avg_chunks': 3.2, 'loss': 2.509877586364746, 'learning_rate': 1.6426656347604967e-05, 'optimizer_steps': 101}
{'avg_chunks': 2.8, 'loss': 2.4364879608154295, 'learning_rate': 1.6426656347604967e-05, 'optimizer_steps': 101}
{'avg_chunks': 2.6, 'loss': 2.660474681854248, 'learning_rate': 1.6426656347604967e-05, 'optimizer_steps': 101}
{'avg_chunks': 2.4, 'loss': 2.5240175247192385, 'learning_rate': 1.6426656347604967e-05, 'optimizer_steps': 101}
{'avg_chunks': 2.4, 'loss': 2.466232442855835, 'learning_rate': 1.639127670748224e-05, 'optimizer_steps': 102}
{'avg_chunks': 2.6, 'loss': 2.7054145336151123, 'learning_rate': 1.639127670748224e-05, 'optimizer_steps': 102}
{'avg_chunks': 2.8, 'loss': 2.486819839477539, 'learning_rate': 1.639127670748224e-05, 'optimizer_steps': 102}
{'avg_chunks': 4.0, 'loss': 2.275834560394287, 'learning_rate': 1.6355897067359518e-05, 'optimizer_steps': 103}
{'avg_chunks': 2.2, 'loss': 2.2486829280853273, 'learning_rate': 1.6355897067359518e-05, 'optimizer_steps': 103}
{'avg_chunks': 2.8, 'loss': 2.3775139331817625, 'learning_rate': 1.6355897067359518e-05, 'optimizer_steps': 103}
{'avg_chunks': 3.0, 'loss': 2.285970163345337, 'learning_rate': 1.63205174272368e-05, 'optimizer_steps': 104}
{'avg_chunks': 3.0, 'loss': 2.459014368057251, 'learning_rate': 1.63205174272368e-05, 'optimizer_steps': 104}
{'avg_chunks': 2.6, 'loss': 2.4011608123779298, 'learning_rate': 1.63205174272368e-05, 'optimizer_steps': 104}
{'avg_chunks': 3.0, 'loss': 2.3102938413619993, 'learning_rate': 1.6285137787114073e-05, 'optimizer_steps': 105}
{'avg_chunks': 3.0, 'loss': 2.466193962097168, 'learning_rate': 1.6285137787114073e-05, 'optimizer_steps': 105}
{'avg_chunks': 2.8, 'loss': 2.30191330909729, 'learning_rate': 1.6285137787114073e-05, 'optimizer_steps': 105}
{'avg_chunks': 2.4, 'loss': 2.7808853149414063, 'learning_rate': 1.624975814699135e-05, 'optimizer_steps': 106}
{'avg_chunks': 3.0, 'loss': 2.345106101036072, 'learning_rate': 1.624975814699135e-05, 'optimizer_steps': 106}
{'avg_chunks': 2.8, 'loss': 2.5441404819488525, 'learning_rate': 1.624975814699135e-05, 'optimizer_steps': 106}
{'avg_chunks': 3.0, 'loss': 2.3057968378067017, 'learning_rate': 1.624975814699135e-05, 'optimizer_steps': 106}
{'avg_chunks': 2.8, 'loss': 2.5819979190826414, 'learning_rate': 1.6214378506868627e-05, 'optimizer_steps': 107}
{'avg_chunks': 2.4, 'loss': 2.6377920150756835, 'learning_rate': 1.6214378506868627e-05, 'optimizer_steps': 107}
{'avg_chunks': 3.2, 'loss': 2.6446894645690917, 'learning_rate': 1.6214378506868627e-05, 'optimizer_steps': 107}
{'avg_chunks': 2.6, 'loss': 2.668847942352295, 'learning_rate': 1.6178998866745904e-05, 'optimizer_steps': 108}
{'avg_chunks': 2.4, 'loss': 2.506341648101807, 'learning_rate': 1.6178998866745904e-05, 'optimizer_steps': 108}
{'avg_chunks': 3.0, 'loss': 2.2691875457763673, 'learning_rate': 1.6178998866745904e-05, 'optimizer_steps': 108}
{'avg_chunks': 3.0, 'loss': 2.364689755439758, 'learning_rate': 1.6143619226623178e-05, 'optimizer_steps': 109}
{'avg_chunks': 3.8, 'loss': 2.3483288526535033, 'learning_rate': 1.6143619226623178e-05, 'optimizer_steps': 109}
{'avg_chunks': 2.6, 'loss': 2.5048187732696534, 'learning_rate': 1.6143619226623178e-05, 'optimizer_steps': 109}
{'avg_chunks': 2.4, 'loss': 2.317139983177185, 'learning_rate': 1.610823958650046e-05, 'optimizer_steps': 110}
{'avg_chunks': 2.8, 'loss': 2.3396224975585938, 'learning_rate': 1.610823958650046e-05, 'optimizer_steps': 110}
{'avg_chunks': 2.8, 'loss': 2.385133075714111, 'learning_rate': 1.610823958650046e-05, 'optimizer_steps': 110}
{'avg_chunks': 2.2, 'loss': 2.1987527132034304, 'learning_rate': 1.6072859946377736e-05, 'optimizer_steps': 111}
{'avg_chunks': 2.2, 'loss': 2.370138382911682, 'learning_rate': 1.6072859946377736e-05, 'optimizer_steps': 111}
{'avg_chunks': 2.6, 'loss': 2.416612958908081, 'learning_rate': 1.6072859946377736e-05, 'optimizer_steps': 111}
{'avg_chunks': 3.0, 'loss': 2.677323913574219, 'learning_rate': 1.6072859946377736e-05, 'optimizer_steps': 111}
{'avg_chunks': 2.8, 'loss': 2.5251683235168456, 'learning_rate': 1.603748030625501e-05, 'optimizer_steps': 112}
{'avg_chunks': 2.2, 'loss': 2.066681909561157, 'learning_rate': 1.603748030625501e-05, 'optimizer_steps': 112}
{'avg_chunks': 2.8, 'loss': 2.228319835662842, 'learning_rate': 1.603748030625501e-05, 'optimizer_steps': 112}
{'avg_chunks': 3.2, 'loss': 2.2241113662719725, 'learning_rate': 1.6002100666132287e-05, 'optimizer_steps': 113}
{'avg_chunks': 4.0, 'loss': 2.9891497611999513, 'learning_rate': 1.6002100666132287e-05, 'optimizer_steps': 113}
{'avg_chunks': 2.2, 'loss': 2.4405866146087645, 'learning_rate': 1.6002100666132287e-05, 'optimizer_steps': 113}
{'avg_chunks': 2.0, 'loss': 2.4780599594116213, 'learning_rate': 1.5966721026009564e-05, 'optimizer_steps': 114}
{'avg_chunks': 3.2, 'loss': 2.6223806858062746, 'learning_rate': 1.5966721026009564e-05, 'optimizer_steps': 114}
{'avg_chunks': 3.8, 'loss': 2.2336344718933105, 'learning_rate': 1.5966721026009564e-05, 'optimizer_steps': 114}
{'avg_chunks': 4.0, 'loss': 2.3040643692016602, 'learning_rate': 1.5931341385886842e-05, 'optimizer_steps': 115}
{'avg_chunks': 3.4, 'loss': 2.4922943353652953, 'learning_rate': 1.5931341385886842e-05, 'optimizer_steps': 115}
{'avg_chunks': 2.8, 'loss': 2.302910661697388, 'learning_rate': 1.5931341385886842e-05, 'optimizer_steps': 115}
{'avg_chunks': 3.2, 'loss': 2.643826794624329, 'learning_rate': 1.589596174576412e-05, 'optimizer_steps': 116}
{'avg_chunks': 3.2, 'loss': 2.7552855014801025, 'learning_rate': 1.589596174576412e-05, 'optimizer_steps': 116}
{'avg_chunks': 2.0, 'loss': 2.425144076347351, 'learning_rate': 1.589596174576412e-05, 'optimizer_steps': 116}
{'avg_chunks': 3.4, 'loss': 2.5647889614105224, 'learning_rate': 1.589596174576412e-05, 'optimizer_steps': 116}
{'avg_chunks': 2.2, 'loss': 2.419429135322571, 'learning_rate': 1.5860582105641396e-05, 'optimizer_steps': 117}
{'avg_chunks': 3.4, 'loss': 2.4454097986221313, 'learning_rate': 1.5860582105641396e-05, 'optimizer_steps': 117}
{'avg_chunks': 2.8, 'loss': 2.4467635631561278, 'learning_rate': 1.5860582105641396e-05, 'optimizer_steps': 117}
{'avg_chunks': 3.4, 'loss': 2.67924017906189, 'learning_rate': 1.5825202465518673e-05, 'optimizer_steps': 118}
{'avg_chunks': 2.6, 'loss': 2.2625342845916747, 'learning_rate': 1.5825202465518673e-05, 'optimizer_steps': 118}
{'avg_chunks': 3.2, 'loss': 2.301063346862793, 'learning_rate': 1.5825202465518673e-05, 'optimizer_steps': 118}
{'avg_chunks': 2.8, 'loss': 2.8899333000183107, 'learning_rate': 1.5789822825395947e-05, 'optimizer_steps': 119}
{'avg_chunks': 3.6, 'loss': 2.717333459854126, 'learning_rate': 1.5789822825395947e-05, 'optimizer_steps': 119}
{'avg_chunks': 2.4, 'loss': 2.2017577409744264, 'learning_rate': 1.5789822825395947e-05, 'optimizer_steps': 119}
{'avg_chunks': 2.6, 'loss': 2.4725824117660524, 'learning_rate': 1.5754443185273228e-05, 'optimizer_steps': 120}
{'avg_chunks': 3.2, 'loss': 2.5398478507995605, 'learning_rate': 1.5754443185273228e-05, 'optimizer_steps': 120}
{'avg_chunks': 3.4, 'loss': 2.41143159866333, 'learning_rate': 1.5754443185273228e-05, 'optimizer_steps': 120}
{'avg_chunks': 3.0, 'loss': 2.5198197841644285, 'learning_rate': 1.5719063545150505e-05, 'optimizer_steps': 121}
{'avg_chunks': 3.2, 'loss': 2.502578377723694, 'learning_rate': 1.5719063545150505e-05, 'optimizer_steps': 121}
{'avg_chunks': 3.2, 'loss': 2.4872620582580565, 'learning_rate': 1.5719063545150505e-05, 'optimizer_steps': 121}
{'avg_chunks': 3.6, 'loss': 2.6333142518997192, 'learning_rate': 1.5719063545150505e-05, 'optimizer_steps': 121}
{'avg_chunks': 4.4, 'loss': 2.236881470680237, 'learning_rate': 1.568368390502778e-05, 'optimizer_steps': 122}
{'avg_chunks': 2.4, 'loss': 2.592314052581787, 'learning_rate': 1.568368390502778e-05, 'optimizer_steps': 122}
{'avg_chunks': 3.2, 'loss': 2.612627410888672, 'learning_rate': 1.568368390502778e-05, 'optimizer_steps': 122}
{'avg_chunks': 3.6, 'loss': 2.4734052181243897, 'learning_rate': 1.5648304264905056e-05, 'optimizer_steps': 123}
{'avg_chunks': 2.8, 'loss': 2.4987418174743654, 'learning_rate': 1.5648304264905056e-05, 'optimizer_steps': 123}
{'avg_chunks': 3.0, 'loss': 2.6149922370910645, 'learning_rate': 1.5648304264905056e-05, 'optimizer_steps': 123}
{'avg_chunks': 3.0, 'loss': 2.4083727836608886, 'learning_rate': 1.5612924624782334e-05, 'optimizer_steps': 124}
{'avg_chunks': 2.6, 'loss': 2.648382472991943, 'learning_rate': 1.5612924624782334e-05, 'optimizer_steps': 124}
{'avg_chunks': 2.0, 'loss': 2.595374321937561, 'learning_rate': 1.5612924624782334e-05, 'optimizer_steps': 124}
{'avg_chunks': 3.8, 'loss': 2.1542761087417603, 'learning_rate': 1.557754498465961e-05, 'optimizer_steps': 125}
{'avg_chunks': 2.6, 'loss': 2.4048488616943358, 'learning_rate': 1.557754498465961e-05, 'optimizer_steps': 125}
{'avg_chunks': 2.4, 'loss': 2.663600492477417, 'learning_rate': 1.557754498465961e-05, 'optimizer_steps': 125}
{'avg_chunks': 3.6, 'loss': 2.6762396335601806, 'learning_rate': 1.5542165344536888e-05, 'optimizer_steps': 126}
Val Iteration: 100%
1532/1533 [13:37<00:00, 1.87it/s]

Validation loss: 2.2890058573964356
{'avg_chunks': 2.6, 'loss': 2.308127212524414, 'learning_rate': 1.5542165344536888e-05, 'optimizer_steps': 126}
{'avg_chunks': 2.6, 'loss': 2.646109771728516, 'learning_rate': 1.5542165344536888e-05, 'optimizer_steps': 126}
{'avg_chunks': 3.6, 'loss': 2.6115666389465333, 'learning_rate': 1.5542165344536888e-05, 'optimizer_steps': 126}
{'avg_chunks': 4.2, 'loss': 2.516346573829651, 'learning_rate': 1.5506785704414165e-05, 'optimizer_steps': 127}
{'avg_chunks': 2.2, 'loss': 2.1303666830062866, 'learning_rate': 1.5506785704414165e-05, 'optimizer_steps': 127}
{'avg_chunks': 3.8, 'loss': 2.4127793312072754, 'learning_rate': 1.5506785704414165e-05, 'optimizer_steps': 127}
{'avg_chunks': 2.6, 'loss': 2.1589770793914793, 'learning_rate': 1.5471406064291443e-05, 'optimizer_steps': 128}
{'avg_chunks': 2.4, 'loss': 2.3989634037017824, 'learning_rate': 1.5471406064291443e-05, 'optimizer_steps': 128}
{'avg_chunks': 2.8, 'loss': 2.361764359474182, 'learning_rate': 1.5471406064291443e-05, 'optimizer_steps': 128}
{'avg_chunks': 3.6, 'loss': 2.5288744449615477, 'learning_rate': 1.5436026424168716e-05, 'optimizer_steps': 129}
{'avg_chunks': 3.4, 'loss': 2.4350460290908815, 'learning_rate': 1.5436026424168716e-05, 'optimizer_steps': 129}
{'avg_chunks': 2.6, 'loss': 2.379374599456787, 'learning_rate': 1.5436026424168716e-05, 'optimizer_steps': 129}
{'avg_chunks': 3.4, 'loss': 2.6552566051483155, 'learning_rate': 1.5400646784045994e-05, 'optimizer_steps': 130}
{'avg_chunks': 2.4, 'loss': 2.501601552963257, 'learning_rate': 1.5400646784045994e-05, 'optimizer_steps': 130}
