Train Iteration: 100%
9019/9019 [3:51:53<00:00, 1.54s/it]
{'avg_chunks': 2.8, 'loss': 2.2223111629486083, 'learning_rate': 1.758751628371075e-05, 'optimizer_steps': 68}
{'avg_chunks': 2.8, 'loss': 2.269339418411255, 'learning_rate': 1.7552038582000612e-05, 'optimizer_steps': 69}
{'avg_chunks': 2.4, 'loss': 2.7581849575042723, 'learning_rate': 1.7552038582000612e-05, 'optimizer_steps': 69}
{'avg_chunks': 3.8, 'loss': 2.407906913757324, 'learning_rate': 1.7552038582000612e-05, 'optimizer_steps': 69}
{'avg_chunks': 3.0, 'loss': 2.418023157119751, 'learning_rate': 1.7516560880290474e-05, 'optimizer_steps': 70}
{'avg_chunks': 2.2, 'loss': 2.1368890047073363, 'learning_rate': 1.7516560880290474e-05, 'optimizer_steps': 70}
{'avg_chunks': 3.4, 'loss': 2.464604616165161, 'learning_rate': 1.7516560880290474e-05, 'optimizer_steps': 70}
{'avg_chunks': 2.8, 'loss': 2.53633074760437, 'learning_rate': 1.7481083178580337e-05, 'optimizer_steps': 71}
{'avg_chunks': 2.6, 'loss': 2.720670461654663, 'learning_rate': 1.7481083178580337e-05, 'optimizer_steps': 71}
{'avg_chunks': 2.8, 'loss': 2.0771168947219847, 'learning_rate': 1.7481083178580337e-05, 'optimizer_steps': 71}
{'avg_chunks': 2.2, 'loss': 2.4371979236602783, 'learning_rate': 1.7481083178580337e-05, 'optimizer_steps': 71}
{'avg_chunks': 2.8, 'loss': 2.0933139085769654, 'learning_rate': 1.7445605476870203e-05, 'optimizer_steps': 72}
{'avg_chunks': 2.4, 'loss': 2.0263691425323485, 'learning_rate': 1.7445605476870203e-05, 'optimizer_steps': 72}
{'avg_chunks': 2.4, 'loss': 2.3039873123168944, 'learning_rate': 1.7445605476870203e-05, 'optimizer_steps': 72}
{'avg_chunks': 2.2, 'loss': 2.508667230606079, 'learning_rate': 1.7410127775160066e-05, 'optimizer_steps': 73}
{'avg_chunks': 4.0, 'loss': 2.6096256494522097, 'learning_rate': 1.7410127775160066e-05, 'optimizer_steps': 73}
{'avg_chunks': 1.8, 'loss': 2.16022367477417, 'learning_rate': 1.7410127775160066e-05, 'optimizer_steps': 73}
{'avg_chunks': 2.4, 'loss': 2.53019700050354, 'learning_rate': 1.737465007344993e-05, 'optimizer_steps': 74}
{'avg_chunks': 3.8, 'loss': 2.6391356945037843, 'learning_rate': 1.737465007344993e-05, 'optimizer_steps': 74}
{'avg_chunks': 3.8, 'loss': 2.487413215637207, 'learning_rate': 1.737465007344993e-05, 'optimizer_steps': 74}
{'avg_chunks': 3.0, 'loss': 2.3737437248229982, 'learning_rate': 1.7339172371739794e-05, 'optimizer_steps': 75}
{'avg_chunks': 3.2, 'loss': 2.1278543710708617, 'learning_rate': 1.7339172371739794e-05, 'optimizer_steps': 75}
{'avg_chunks': 3.6, 'loss': 2.485782337188721, 'learning_rate': 1.7339172371739794e-05, 'optimizer_steps': 75}
{'avg_chunks': 2.2, 'loss': 1.9557121753692628, 'learning_rate': 1.7303694670029657e-05, 'optimizer_steps': 76}
{'avg_chunks': 2.8, 'loss': 2.3814277172088625, 'learning_rate': 1.7303694670029657e-05, 'optimizer_steps': 76}
{'avg_chunks': 2.8, 'loss': 2.2532891750335695, 'learning_rate': 1.7303694670029657e-05, 'optimizer_steps': 76}
{'avg_chunks': 4.2, 'loss': 2.344940423965454, 'learning_rate': 1.7303694670029657e-05, 'optimizer_steps': 76}
{'avg_chunks': 3.6, 'loss': 2.3476244449615478, 'learning_rate': 1.7268216968319523e-05, 'optimizer_steps': 77}
{'avg_chunks': 2.0, 'loss': 2.252267861366272, 'learning_rate': 1.7268216968319523e-05, 'optimizer_steps': 77}
{'avg_chunks': 3.6, 'loss': 2.44640998840332, 'learning_rate': 1.7268216968319523e-05, 'optimizer_steps': 77}
{'avg_chunks': 2.8, 'loss': 2.5322314500808716, 'learning_rate': 1.7232739266609385e-05, 'optimizer_steps': 78}
{'avg_chunks': 3.0, 'loss': 2.4934547424316404, 'learning_rate': 1.7232739266609385e-05, 'optimizer_steps': 78}
{'avg_chunks': 2.2, 'loss': 2.0784653663635253, 'learning_rate': 1.7232739266609385e-05, 'optimizer_steps': 78}
{'avg_chunks': 3.2, 'loss': 2.2839749097824096, 'learning_rate': 1.719726156489925e-05, 'optimizer_steps': 79}
{'avg_chunks': 3.6, 'loss': 2.6377646923065186, 'learning_rate': 1.719726156489925e-05, 'optimizer_steps': 79}
{'avg_chunks': 2.8, 'loss': 2.373068594932556, 'learning_rate': 1.719726156489925e-05, 'optimizer_steps': 79}
{'avg_chunks': 2.2, 'loss': 2.4847087383270265, 'learning_rate': 1.7161783863189114e-05, 'optimizer_steps': 80}
{'avg_chunks': 3.8, 'loss': 2.2903221607208253, 'learning_rate': 1.7161783863189114e-05, 'optimizer_steps': 80}
{'avg_chunks': 2.0, 'loss': 2.46345534324646, 'learning_rate': 1.7161783863189114e-05, 'optimizer_steps': 80}
{'avg_chunks': 3.0, 'loss': 2.0510205268859862, 'learning_rate': 1.712630616147898e-05, 'optimizer_steps': 81}
{'avg_chunks': 2.8, 'loss': 2.3031200170516968, 'learning_rate': 1.712630616147898e-05, 'optimizer_steps': 81}
{'avg_chunks': 3.2, 'loss': 2.507148790359497, 'learning_rate': 1.712630616147898e-05, 'optimizer_steps': 81}
{'avg_chunks': 2.8, 'loss': 2.2064990520477297, 'learning_rate': 1.712630616147898e-05, 'optimizer_steps': 81}
{'avg_chunks': 3.0, 'loss': 2.285002064704895, 'learning_rate': 1.7090828459768842e-05, 'optimizer_steps': 82}
{'avg_chunks': 2.4, 'loss': 2.2384690046310425, 'learning_rate': 1.7090828459768842e-05, 'optimizer_steps': 82}
{'avg_chunks': 2.2, 'loss': 2.2450275659561156, 'learning_rate': 1.7090828459768842e-05, 'optimizer_steps': 82}
{'avg_chunks': 3.6, 'loss': 2.5241663694381713, 'learning_rate': 1.7055350758058705e-05, 'optimizer_steps': 83}
{'avg_chunks': 2.8, 'loss': 2.4477741003036497, 'learning_rate': 1.7055350758058705e-05, 'optimizer_steps': 83}
{'avg_chunks': 3.2, 'loss': 2.370812749862671, 'learning_rate': 1.7055350758058705e-05, 'optimizer_steps': 83}
{'avg_chunks': 2.2, 'loss': 2.5186577796936036, 'learning_rate': 1.701987305634857e-05, 'optimizer_steps': 84}
{'avg_chunks': 2.2, 'loss': 2.097497010231018, 'learning_rate': 1.701987305634857e-05, 'optimizer_steps': 84}
{'avg_chunks': 2.4, 'loss': 2.4443052768707276, 'learning_rate': 1.701987305634857e-05, 'optimizer_steps': 84}
{'avg_chunks': 3.2, 'loss': 2.563627576828003, 'learning_rate': 1.6984395354638434e-05, 'optimizer_steps': 85}
{'avg_chunks': 3.0, 'loss': 2.223843884468079, 'learning_rate': 1.6984395354638434e-05, 'optimizer_steps': 85}
{'avg_chunks': 3.6, 'loss': 2.4395283222198487, 'learning_rate': 1.6984395354638434e-05, 'optimizer_steps': 85}
{'avg_chunks': 3.0, 'loss': 2.64135799407959, 'learning_rate': 1.69489176529283e-05, 'optimizer_steps': 86}
{'avg_chunks': 3.8, 'loss': 2.36026611328125, 'learning_rate': 1.69489176529283e-05, 'optimizer_steps': 86}
{'avg_chunks': 2.6, 'loss': 2.335004472732544, 'learning_rate': 1.69489176529283e-05, 'optimizer_steps': 86}
{'avg_chunks': 4.0, 'loss': 2.7246443748474123, 'learning_rate': 1.69489176529283e-05, 'optimizer_steps': 86}
{'avg_chunks': 3.0, 'loss': 2.7306124925613404, 'learning_rate': 1.6913439951218162e-05, 'optimizer_steps': 87}
{'avg_chunks': 3.4, 'loss': 2.623284673690796, 'learning_rate': 1.6913439951218162e-05, 'optimizer_steps': 87}
{'avg_chunks': 4.0, 'loss': 2.655828046798706, 'learning_rate': 1.6913439951218162e-05, 'optimizer_steps': 87}
{'avg_chunks': 3.0, 'loss': 2.627727913856506, 'learning_rate': 1.6877962249508028e-05, 'optimizer_steps': 88}
{'avg_chunks': 3.6, 'loss': 2.599107193946838, 'learning_rate': 1.6877962249508028e-05, 'optimizer_steps': 88}
{'avg_chunks': 2.0, 'loss': 2.3264859437942507, 'learning_rate': 1.6877962249508028e-05, 'optimizer_steps': 88}
{'avg_chunks': 2.8, 'loss': 2.3473186254501344, 'learning_rate': 1.684248454779789e-05, 'optimizer_steps': 89}
{'avg_chunks': 2.0, 'loss': 2.1981661558151244, 'learning_rate': 1.684248454779789e-05, 'optimizer_steps': 89}
{'avg_chunks': 3.6, 'loss': 2.716481637954712, 'learning_rate': 1.684248454779789e-05, 'optimizer_steps': 89}
{'avg_chunks': 3.4, 'loss': 2.3131176948547365, 'learning_rate': 1.6807006846087753e-05, 'optimizer_steps': 90}
{'avg_chunks': 2.6, 'loss': 2.6426759243011473, 'learning_rate': 1.6807006846087753e-05, 'optimizer_steps': 90}
{'avg_chunks': 2.4, 'loss': 2.2065198183059693, 'learning_rate': 1.6807006846087753e-05, 'optimizer_steps': 90}
{'avg_chunks': 2.8, 'loss': 2.449528622627258, 'learning_rate': 1.6771529144377616e-05, 'optimizer_steps': 91}
{'avg_chunks': 2.8, 'loss': 2.5134301662445067, 'learning_rate': 1.6771529144377616e-05, 'optimizer_steps': 91}
{'avg_chunks': 3.0, 'loss': 2.075212097167969, 'learning_rate': 1.6771529144377616e-05, 'optimizer_steps': 91}
{'avg_chunks': 2.8, 'loss': 2.157928133010864, 'learning_rate': 1.6771529144377616e-05, 'optimizer_steps': 91}
{'avg_chunks': 2.6, 'loss': 2.3613445281982424, 'learning_rate': 1.6736051442667482e-05, 'optimizer_steps': 92}
{'avg_chunks': 4.2, 'loss': 2.58420991897583, 'learning_rate': 1.6736051442667482e-05, 'optimizer_steps': 92}
{'avg_chunks': 2.8, 'loss': 2.5056546688079835, 'learning_rate': 1.6736051442667482e-05, 'optimizer_steps': 92}
{'avg_chunks': 2.6, 'loss': 2.565257358551025, 'learning_rate': 1.6700573740957344e-05, 'optimizer_steps': 93}
{'avg_chunks': 3.2, 'loss': 2.570824885368347, 'learning_rate': 1.6700573740957344e-05, 'optimizer_steps': 93}
{'avg_chunks': 3.2, 'loss': 2.7406973838806152, 'learning_rate': 1.6700573740957344e-05, 'optimizer_steps': 93}
{'avg_chunks': 2.8, 'loss': 2.6266026973724363, 'learning_rate': 1.6665096039247207e-05, 'optimizer_steps': 94}
{'avg_chunks': 2.2, 'loss': 2.399081325531006, 'learning_rate': 1.6665096039247207e-05, 'optimizer_steps': 94}
{'avg_chunks': 3.2, 'loss': 2.1437597274780273, 'learning_rate': 1.6665096039247207e-05, 'optimizer_steps': 94}
{'avg_chunks': 2.0, 'loss': 2.3447221994400023, 'learning_rate': 1.6629618337537073e-05, 'optimizer_steps': 95}
{'avg_chunks': 2.6, 'loss': 2.4162341594696044, 'learning_rate': 1.6629618337537073e-05, 'optimizer_steps': 95}
{'avg_chunks': 3.4, 'loss': 2.093700408935547, 'learning_rate': 1.6629618337537073e-05, 'optimizer_steps': 95}
{'avg_chunks': 2.6, 'loss': 2.459258794784546, 'learning_rate': 1.6594140635826936e-05, 'optimizer_steps': 96}
{'avg_chunks': 3.6, 'loss': 1.9830488204956054, 'learning_rate': 1.6594140635826936e-05, 'optimizer_steps': 96}
{'avg_chunks': 3.6, 'loss': 2.520481300354004, 'learning_rate': 1.6594140635826936e-05, 'optimizer_steps': 96}
{'avg_chunks': 3.2, 'loss': 2.5558096885681154, 'learning_rate': 1.6594140635826936e-05, 'optimizer_steps': 96}
{'avg_chunks': 2.6, 'loss': 2.0996419191360474, 'learning_rate': 1.65586629341168e-05, 'optimizer_steps': 97}
{'avg_chunks': 2.6, 'loss': 2.7409536361694338, 'learning_rate': 1.65586629341168e-05, 'optimizer_steps': 97}
{'avg_chunks': 2.8, 'loss': 2.409296154975891, 'learning_rate': 1.65586629341168e-05, 'optimizer_steps': 97}
{'avg_chunks': 2.4, 'loss': 2.306822109222412, 'learning_rate': 1.6523185232406664e-05, 'optimizer_steps': 98}
{'avg_chunks': 3.4, 'loss': 2.454274606704712, 'learning_rate': 1.6523185232406664e-05, 'optimizer_steps': 98}
{'avg_chunks': 2.4, 'loss': 2.4750518798828125, 'learning_rate': 1.6523185232406664e-05, 'optimizer_steps': 98}
{'avg_chunks': 3.4, 'loss': 2.75189414024353, 'learning_rate': 1.6487707530696527e-05, 'optimizer_steps': 99}
{'avg_chunks': 4.0, 'loss': 2.434967565536499, 'learning_rate': 1.6487707530696527e-05, 'optimizer_steps': 99}
{'avg_chunks': 2.2, 'loss': 2.2439043045043947, 'learning_rate': 1.6487707530696527e-05, 'optimizer_steps': 99}
{'avg_chunks': 2.6, 'loss': 2.5265665292739867, 'learning_rate': 1.6452229828986393e-05, 'optimizer_steps': 100}
{'avg_chunks': 3.2, 'loss': 2.300552797317505, 'learning_rate': 1.6452229828986393e-05, 'optimizer_steps': 100}
{'avg_chunks': 3.2, 'loss': 2.409032392501831, 'learning_rate': 1.6452229828986393e-05, 'optimizer_steps': 100}
{'avg_chunks': 3.4, 'loss': 2.8492152214050295, 'learning_rate': 1.6416752127276255e-05, 'optimizer_steps': 101}
{'avg_chunks': 2.4, 'loss': 2.297464656829834, 'learning_rate': 1.6416752127276255e-05, 'optimizer_steps': 101}
{'avg_chunks': 2.4, 'loss': 2.6433644771575926, 'learning_rate': 1.6416752127276255e-05, 'optimizer_steps': 101}
{'avg_chunks': 2.4, 'loss': 2.379275894165039, 'learning_rate': 1.6416752127276255e-05, 'optimizer_steps': 101}
{'avg_chunks': 3.0, 'loss': 2.4892460346221923, 'learning_rate': 1.638127442556612e-05, 'optimizer_steps': 102}
{'avg_chunks': 2.8, 'loss': 2.3006613492965697, 'learning_rate': 1.638127442556612e-05, 'optimizer_steps': 102}
{'avg_chunks': 3.4, 'loss': 2.8445693969726564, 'learning_rate': 1.638127442556612e-05, 'optimizer_steps': 102}
{'avg_chunks': 3.6, 'loss': 2.5727564096450806, 'learning_rate': 1.6345796723855984e-05, 'optimizer_steps': 103}
{'avg_chunks': 3.2, 'loss': 2.5143579959869387, 'learning_rate': 1.6345796723855984e-05, 'optimizer_steps': 103}
{'avg_chunks': 3.4, 'loss': 2.319785213470459, 'learning_rate': 1.6345796723855984e-05, 'optimizer_steps': 103}
{'avg_chunks': 3.2, 'loss': 2.6402685165405275, 'learning_rate': 1.631031902214585e-05, 'optimizer_steps': 104}
{'avg_chunks': 2.2, 'loss': 1.9524819135665894, 'learning_rate': 1.631031902214585e-05, 'optimizer_steps': 104}
{'avg_chunks': 2.8, 'loss': 2.2758074045181274, 'learning_rate': 1.631031902214585e-05, 'optimizer_steps': 104}
{'avg_chunks': 2.2, 'loss': 2.2118407011032106, 'learning_rate': 1.6274841320435712e-05, 'optimizer_steps': 105}
{'avg_chunks': 2.2, 'loss': 2.301872420310974, 'learning_rate': 1.6274841320435712e-05, 'optimizer_steps': 105}
{'avg_chunks': 3.6, 'loss': 2.2687477827072144, 'learning_rate': 1.6274841320435712e-05, 'optimizer_steps': 105}
{'avg_chunks': 2.4, 'loss': 2.469953727722168, 'learning_rate': 1.6239363618725575e-05, 'optimizer_steps': 106}
{'avg_chunks': 3.6, 'loss': 2.4072701692581178, 'learning_rate': 1.6239363618725575e-05, 'optimizer_steps': 106}
{'avg_chunks': 2.4, 'loss': 2.40684494972229, 'learning_rate': 1.6239363618725575e-05, 'optimizer_steps': 106}
{'avg_chunks': 2.4, 'loss': 2.103356671333313, 'learning_rate': 1.6239363618725575e-05, 'optimizer_steps': 106}
{'avg_chunks': 2.6, 'loss': 2.576889705657959, 'learning_rate': 1.620388591701544e-05, 'optimizer_steps': 107}
{'avg_chunks': 3.0, 'loss': 2.558993172645569, 'learning_rate': 1.620388591701544e-05, 'optimizer_steps': 107}
{'avg_chunks': 2.2, 'loss': 2.3723101139068605, 'learning_rate': 1.620388591701544e-05, 'optimizer_steps': 107}
{'avg_chunks': 2.4, 'loss': 2.306837487220764, 'learning_rate': 1.6168408215305304e-05, 'optimizer_steps': 108}
{'avg_chunks': 3.4, 'loss': 2.3623899936676027, 'learning_rate': 1.6168408215305304e-05, 'optimizer_steps': 108}
{'avg_chunks': 2.6, 'loss': 2.3348418712615966, 'learning_rate': 1.6168408215305304e-05, 'optimizer_steps': 108}
{'avg_chunks': 3.0, 'loss': 2.401116943359375, 'learning_rate': 1.6132930513595166e-05, 'optimizer_steps': 109}
{'avg_chunks': 4.4, 'loss': 2.5001805305480955, 'learning_rate': 1.6132930513595166e-05, 'optimizer_steps': 109}
{'avg_chunks': 3.2, 'loss': 2.2014671087265016, 'learning_rate': 1.6132930513595166e-05, 'optimizer_steps': 109}
{'avg_chunks': 2.8, 'loss': 2.3891297340393067, 'learning_rate': 1.609745281188503e-05, 'optimizer_steps': 110}
{'avg_chunks': 2.2, 'loss': 2.421518349647522, 'learning_rate': 1.609745281188503e-05, 'optimizer_steps': 110}
{'avg_chunks': 2.6, 'loss': 2.2021671772003173, 'learning_rate': 1.609745281188503e-05, 'optimizer_steps': 110}
{'avg_chunks': 3.0, 'loss': 2.283298110961914, 'learning_rate': 1.6061975110174895e-05, 'optimizer_steps': 111}
{'avg_chunks': 2.4, 'loss': 2.4187479972839356, 'learning_rate': 1.6061975110174895e-05, 'optimizer_steps': 111}
{'avg_chunks': 3.6, 'loss': 2.402689504623413, 'learning_rate': 1.6061975110174895e-05, 'optimizer_steps': 111}
{'avg_chunks': 2.8, 'loss': 2.3643185615539553, 'learning_rate': 1.6061975110174895e-05, 'optimizer_steps': 111}
{'avg_chunks': 3.6, 'loss': 2.573646354675293, 'learning_rate': 1.6026497408464757e-05, 'optimizer_steps': 112}
{'avg_chunks': 3.2, 'loss': 2.58167450428009, 'learning_rate': 1.6026497408464757e-05, 'optimizer_steps': 112}
{'avg_chunks': 2.6, 'loss': 2.493966007232666, 'learning_rate': 1.6026497408464757e-05, 'optimizer_steps': 112}
{'avg_chunks': 2.6, 'loss': 2.13215491771698, 'learning_rate': 1.5991019706754623e-05, 'optimizer_steps': 113}
{'avg_chunks': 3.2, 'loss': 2.4072410583496096, 'learning_rate': 1.5991019706754623e-05, 'optimizer_steps': 113}
{'avg_chunks': 2.0, 'loss': 2.285627269744873, 'learning_rate': 1.5991019706754623e-05, 'optimizer_steps': 113}
{'avg_chunks': 2.8, 'loss': 2.5886098861694338, 'learning_rate': 1.5955542005044486e-05, 'optimizer_steps': 114}
{'avg_chunks': 3.0, 'loss': 2.393540549278259, 'learning_rate': 1.5955542005044486e-05, 'optimizer_steps': 114}
{'avg_chunks': 3.2, 'loss': 2.4831290245056152, 'learning_rate': 1.5955542005044486e-05, 'optimizer_steps': 114}
{'avg_chunks': 3.6, 'loss': 2.245101475715637, 'learning_rate': 1.5920064303334352e-05, 'optimizer_steps': 115}
{'avg_chunks': 3.0, 'loss': 2.4628278017044067, 'learning_rate': 1.5920064303334352e-05, 'optimizer_steps': 115}
{'avg_chunks': 3.0, 'loss': 2.5517076015472413, 'learning_rate': 1.5920064303334352e-05, 'optimizer_steps': 115}
{'avg_chunks': 2.6, 'loss': 2.1779860496520995, 'learning_rate': 1.5884586601624214e-05, 'optimizer_steps': 116}
{'avg_chunks': 2.6, 'loss': 2.4482672214508057, 'learning_rate': 1.5884586601624214e-05, 'optimizer_steps': 116}
{'avg_chunks': 3.4, 'loss': 2.6332592487335207, 'learning_rate': 1.5884586601624214e-05, 'optimizer_steps': 116}
{'avg_chunks': 2.8, 'loss': 2.4573548316955565, 'learning_rate': 1.5884586601624214e-05, 'optimizer_steps': 116}
{'avg_chunks': 3.0, 'loss': 2.4201861381530763, 'learning_rate': 1.5849108899914077e-05, 'optimizer_steps': 117}
{'avg_chunks': 2.2, 'loss': 2.4846599102020264, 'learning_rate': 1.5849108899914077e-05, 'optimizer_steps': 117}
{'avg_chunks': 2.8, 'loss': 2.0827175617218017, 'learning_rate': 1.5849108899914077e-05, 'optimizer_steps': 117}
{'avg_chunks': 3.6, 'loss': 2.0177462816238405, 'learning_rate': 1.5813631198203943e-05, 'optimizer_steps': 118}
{'avg_chunks': 3.2, 'loss': 2.5101744174957275, 'learning_rate': 1.5813631198203943e-05, 'optimizer_steps': 118}
{'avg_chunks': 2.8, 'loss': 2.5515974521636964, 'learning_rate': 1.5813631198203943e-05, 'optimizer_steps': 118}
{'avg_chunks': 3.0, 'loss': 2.6173843860626222, 'learning_rate': 1.5778153496493806e-05, 'optimizer_steps': 119}
{'avg_chunks': 2.2, 'loss': 2.1269654512405394, 'learning_rate': 1.5778153496493806e-05, 'optimizer_steps': 119}
{'avg_chunks': 4.0, 'loss': 2.7096273422241213, 'learning_rate': 1.5778153496493806e-05, 'optimizer_steps': 119}
{'avg_chunks': 2.6, 'loss': 2.378207039833069, 'learning_rate': 1.574267579478367e-05, 'optimizer_steps': 120}
{'avg_chunks': 3.2, 'loss': 2.3027284145355225, 'learning_rate': 1.574267579478367e-05, 'optimizer_steps': 120}
{'avg_chunks': 3.2, 'loss': 2.2704501152038574, 'learning_rate': 1.574267579478367e-05, 'optimizer_steps': 120}
{'avg_chunks': 3.0, 'loss': 2.1422600746154785, 'learning_rate': 1.5707198093073534e-05, 'optimizer_steps': 121}
{'avg_chunks': 2.6, 'loss': 2.4725379943847656, 'learning_rate': 1.5707198093073534e-05, 'optimizer_steps': 121}
{'avg_chunks': 3.0, 'loss': 2.3942553281784056, 'learning_rate': 1.5707198093073534e-05, 'optimizer_steps': 121}
{'avg_chunks': 2.6, 'loss': 2.6248621463775637, 'learning_rate': 1.5707198093073534e-05, 'optimizer_steps': 121}
{'avg_chunks': 3.0, 'loss': 2.158146333694458, 'learning_rate': 1.56717203913634e-05, 'optimizer_steps': 122}
{'avg_chunks': 3.4, 'loss': 2.2982661724090576, 'learning_rate': 1.56717203913634e-05, 'optimizer_steps': 122}
{'avg_chunks': 3.0, 'loss': 2.276805281639099, 'learning_rate': 1.56717203913634e-05, 'optimizer_steps': 122}
{'avg_chunks': 2.8, 'loss': 2.0665289402008056, 'learning_rate': 1.5636242689653263e-05, 'optimizer_steps': 123}
{'avg_chunks': 2.2, 'loss': 2.134626317024231, 'learning_rate': 1.5636242689653263e-05, 'optimizer_steps': 123}
{'avg_chunks': 2.2, 'loss': 2.3391932010650636, 'learning_rate': 1.5636242689653263e-05, 'optimizer_steps': 123}
{'avg_chunks': 3.0, 'loss': 2.4030985832214355, 'learning_rate': 1.5600764987943125e-05, 'optimizer_steps': 124}
{'avg_chunks': 3.4, 'loss': 2.196765661239624, 'learning_rate': 1.5600764987943125e-05, 'optimizer_steps': 124}
{'avg_chunks': 2.2, 'loss': 2.4130836009979246, 'learning_rate': 1.5600764987943125e-05, 'optimizer_steps': 124}
{'avg_chunks': 2.0, 'loss': 2.347925901412964, 'learning_rate': 1.556528728623299e-05, 'optimizer_steps': 125}
{'avg_chunks': 2.6, 'loss': 2.187174415588379, 'learning_rate': 1.556528728623299e-05, 'optimizer_steps': 125}
{'avg_chunks': 3.0, 'loss': 2.1657400608062742, 'learning_rate': 1.556528728623299e-05, 'optimizer_steps': 125}
{'avg_chunks': 3.2, 'loss': 2.3086918592453003, 'learning_rate': 1.5529809584522854e-05, 'optimizer_steps': 126}
