Train Iteration: 100%
9046/9046 [3:55:39<00:00, 1.56s/it]
{'avg_chunks': 3.0, 'loss': 2.985587644577026, 'learning_rate': 1.759451691355295e-05, 'optimizer_steps': 68}
{'avg_chunks': 3.0, 'loss': 2.8665092468261717, 'learning_rate': 1.755914216228167e-05, 'optimizer_steps': 69}
{'avg_chunks': 2.8, 'loss': 2.5871495246887206, 'learning_rate': 1.755914216228167e-05, 'optimizer_steps': 69}
{'avg_chunks': 3.4, 'loss': 3.1496798992156982, 'learning_rate': 1.755914216228167e-05, 'optimizer_steps': 69}
{'avg_chunks': 2.4, 'loss': 2.901716470718384, 'learning_rate': 1.7523767411010394e-05, 'optimizer_steps': 70}
{'avg_chunks': 3.4, 'loss': 2.7198432445526124, 'learning_rate': 1.7523767411010394e-05, 'optimizer_steps': 70}
{'avg_chunks': 3.4, 'loss': 2.468177247047424, 'learning_rate': 1.7523767411010394e-05, 'optimizer_steps': 70}
{'avg_chunks': 3.2, 'loss': 2.7836767196655274, 'learning_rate': 1.7488392659739114e-05, 'optimizer_steps': 71}
{'avg_chunks': 4.4, 'loss': 3.278673839569092, 'learning_rate': 1.7488392659739114e-05, 'optimizer_steps': 71}
{'avg_chunks': 2.8, 'loss': 2.9908486366271974, 'learning_rate': 1.7488392659739114e-05, 'optimizer_steps': 71}
{'avg_chunks': 2.4, 'loss': 2.83851580619812, 'learning_rate': 1.7488392659739114e-05, 'optimizer_steps': 71}
{'avg_chunks': 2.4, 'loss': 3.0994018077850343, 'learning_rate': 1.7453017908467834e-05, 'optimizer_steps': 72}
{'avg_chunks': 2.4, 'loss': 2.689935731887817, 'learning_rate': 1.7453017908467834e-05, 'optimizer_steps': 72}
{'avg_chunks': 2.6, 'loss': 2.4256780624389647, 'learning_rate': 1.7453017908467834e-05, 'optimizer_steps': 72}
{'avg_chunks': 3.2, 'loss': 3.0294313430786133, 'learning_rate': 1.7417643157196554e-05, 'optimizer_steps': 73}
{'avg_chunks': 3.0, 'loss': 2.6930105209350588, 'learning_rate': 1.7417643157196554e-05, 'optimizer_steps': 73}
{'avg_chunks': 4.0, 'loss': 2.644479751586914, 'learning_rate': 1.7417643157196554e-05, 'optimizer_steps': 73}
{'avg_chunks': 2.2, 'loss': 2.6914044618606567, 'learning_rate': 1.7382268405925273e-05, 'optimizer_steps': 74}
{'avg_chunks': 2.6, 'loss': 2.700495719909668, 'learning_rate': 1.7382268405925273e-05, 'optimizer_steps': 74}
{'avg_chunks': 3.2, 'loss': 2.542939233779907, 'learning_rate': 1.7382268405925273e-05, 'optimizer_steps': 74}
{'avg_chunks': 2.0, 'loss': 2.462771511077881, 'learning_rate': 1.734689365465399e-05, 'optimizer_steps': 75}
{'avg_chunks': 3.4, 'loss': 3.166588306427002, 'learning_rate': 1.734689365465399e-05, 'optimizer_steps': 75}
{'avg_chunks': 2.6, 'loss': 2.8003261566162108, 'learning_rate': 1.734689365465399e-05, 'optimizer_steps': 75}
{'avg_chunks': 3.2, 'loss': 2.883733129501343, 'learning_rate': 1.7311518903382713e-05, 'optimizer_steps': 76}
{'avg_chunks': 2.8, 'loss': 3.1821152210235595, 'learning_rate': 1.7311518903382713e-05, 'optimizer_steps': 76}
{'avg_chunks': 3.0, 'loss': 2.813311767578125, 'learning_rate': 1.7311518903382713e-05, 'optimizer_steps': 76}
{'avg_chunks': 3.4, 'loss': 2.650733137130737, 'learning_rate': 1.7311518903382713e-05, 'optimizer_steps': 76}
{'avg_chunks': 2.0, 'loss': 2.8105140686035157, 'learning_rate': 1.7276144152111433e-05, 'optimizer_steps': 77}
{'avg_chunks': 2.6, 'loss': 2.8997528076171877, 'learning_rate': 1.7276144152111433e-05, 'optimizer_steps': 77}
{'avg_chunks': 3.4, 'loss': 2.7305639743804933, 'learning_rate': 1.7276144152111433e-05, 'optimizer_steps': 77}
{'avg_chunks': 2.6, 'loss': 2.9297192096710205, 'learning_rate': 1.7240769400840153e-05, 'optimizer_steps': 78}
{'avg_chunks': 3.0, 'loss': 3.0012972831726072, 'learning_rate': 1.7240769400840153e-05, 'optimizer_steps': 78}
{'avg_chunks': 3.6, 'loss': 2.6460733890533445, 'learning_rate': 1.7240769400840153e-05, 'optimizer_steps': 78}
{'avg_chunks': 2.4, 'loss': 2.9216258049011232, 'learning_rate': 1.7205394649568872e-05, 'optimizer_steps': 79}
{'avg_chunks': 2.2, 'loss': 2.7063060283660887, 'learning_rate': 1.7205394649568872e-05, 'optimizer_steps': 79}
{'avg_chunks': 2.4, 'loss': 3.045227384567261, 'learning_rate': 1.7205394649568872e-05, 'optimizer_steps': 79}
{'avg_chunks': 2.0, 'loss': 2.5470249176025392, 'learning_rate': 1.7170019898297592e-05, 'optimizer_steps': 80}
{'avg_chunks': 3.2, 'loss': 2.5807151794433594, 'learning_rate': 1.7170019898297592e-05, 'optimizer_steps': 80}
{'avg_chunks': 3.0, 'loss': 2.9326501369476317, 'learning_rate': 1.7170019898297592e-05, 'optimizer_steps': 80}
{'avg_chunks': 4.2, 'loss': 3.1501012325286863, 'learning_rate': 1.7134645147026312e-05, 'optimizer_steps': 81}
{'avg_chunks': 3.8, 'loss': 3.107134246826172, 'learning_rate': 1.7134645147026312e-05, 'optimizer_steps': 81}
{'avg_chunks': 3.0, 'loss': 2.5367449045181276, 'learning_rate': 1.7134645147026312e-05, 'optimizer_steps': 81}
{'avg_chunks': 3.8, 'loss': 2.7646080493927, 'learning_rate': 1.7134645147026312e-05, 'optimizer_steps': 81}
{'avg_chunks': 2.4, 'loss': 2.4963944435119627, 'learning_rate': 1.7099270395755032e-05, 'optimizer_steps': 82}
{'avg_chunks': 3.6, 'loss': 2.8069246768951417, 'learning_rate': 1.7099270395755032e-05, 'optimizer_steps': 82}
{'avg_chunks': 2.4, 'loss': 2.5577253341674804, 'learning_rate': 1.7099270395755032e-05, 'optimizer_steps': 82}
{'avg_chunks': 3.6, 'loss': 3.341982364654541, 'learning_rate': 1.706389564448375e-05, 'optimizer_steps': 83}
{'avg_chunks': 3.2, 'loss': 3.001993942260742, 'learning_rate': 1.706389564448375e-05, 'optimizer_steps': 83}
{'avg_chunks': 2.8, 'loss': 3.4372358322143555, 'learning_rate': 1.706389564448375e-05, 'optimizer_steps': 83}
{'avg_chunks': 3.0, 'loss': 2.7103201389312743, 'learning_rate': 1.702852089321247e-05, 'optimizer_steps': 84}
{'avg_chunks': 2.6, 'loss': 2.8364365816116335, 'learning_rate': 1.702852089321247e-05, 'optimizer_steps': 84}
{'avg_chunks': 3.2, 'loss': 3.0357563495635986, 'learning_rate': 1.702852089321247e-05, 'optimizer_steps': 84}
{'avg_chunks': 2.6, 'loss': 2.9424285888671875, 'learning_rate': 1.699314614194119e-05, 'optimizer_steps': 85}
{'avg_chunks': 2.8, 'loss': 2.969698762893677, 'learning_rate': 1.699314614194119e-05, 'optimizer_steps': 85}
{'avg_chunks': 3.2, 'loss': 2.8068009853363036, 'learning_rate': 1.699314614194119e-05, 'optimizer_steps': 85}
{'avg_chunks': 2.4, 'loss': 2.7134225845336912, 'learning_rate': 1.695777139066991e-05, 'optimizer_steps': 86}
{'avg_chunks': 3.2, 'loss': 3.0345341205596923, 'learning_rate': 1.695777139066991e-05, 'optimizer_steps': 86}
{'avg_chunks': 3.2, 'loss': 2.710394191741943, 'learning_rate': 1.695777139066991e-05, 'optimizer_steps': 86}
{'avg_chunks': 2.8, 'loss': 2.9782617568969725, 'learning_rate': 1.695777139066991e-05, 'optimizer_steps': 86}
{'avg_chunks': 2.8, 'loss': 2.5229937553405763, 'learning_rate': 1.692239663939863e-05, 'optimizer_steps': 87}
{'avg_chunks': 3.0, 'loss': 3.1779512405395507, 'learning_rate': 1.692239663939863e-05, 'optimizer_steps': 87}
{'avg_chunks': 2.2, 'loss': 2.479502868652344, 'learning_rate': 1.692239663939863e-05, 'optimizer_steps': 87}
{'avg_chunks': 3.0, 'loss': 2.587842273712158, 'learning_rate': 1.688702188812735e-05, 'optimizer_steps': 88}
{'avg_chunks': 2.4, 'loss': 3.167511320114136, 'learning_rate': 1.688702188812735e-05, 'optimizer_steps': 88}
{'avg_chunks': 2.2, 'loss': 2.64411301612854, 'learning_rate': 1.688702188812735e-05, 'optimizer_steps': 88}
{'avg_chunks': 4.2, 'loss': 2.907802104949951, 'learning_rate': 1.685164713685607e-05, 'optimizer_steps': 89}
{'avg_chunks': 3.6, 'loss': 2.644158220291138, 'learning_rate': 1.685164713685607e-05, 'optimizer_steps': 89}
{'avg_chunks': 2.2, 'loss': 2.8885465621948243, 'learning_rate': 1.685164713685607e-05, 'optimizer_steps': 89}
{'avg_chunks': 3.4, 'loss': 2.817810869216919, 'learning_rate': 1.681627238558479e-05, 'optimizer_steps': 90}
{'avg_chunks': 3.6, 'loss': 2.8016656398773194, 'learning_rate': 1.681627238558479e-05, 'optimizer_steps': 90}
{'avg_chunks': 3.0, 'loss': 2.5614150524139405, 'learning_rate': 1.681627238558479e-05, 'optimizer_steps': 90}
{'avg_chunks': 2.6, 'loss': 2.823148012161255, 'learning_rate': 1.678089763431351e-05, 'optimizer_steps': 91}
{'avg_chunks': 2.8, 'loss': 2.5102255582809447, 'learning_rate': 1.678089763431351e-05, 'optimizer_steps': 91}
{'avg_chunks': 2.8, 'loss': 2.5813315868377686, 'learning_rate': 1.678089763431351e-05, 'optimizer_steps': 91}
{'avg_chunks': 2.6, 'loss': 3.039968967437744, 'learning_rate': 1.678089763431351e-05, 'optimizer_steps': 91}
{'avg_chunks': 3.2, 'loss': 3.1355725288391114, 'learning_rate': 1.674552288304223e-05, 'optimizer_steps': 92}
{'avg_chunks': 2.6, 'loss': 2.871853494644165, 'learning_rate': 1.674552288304223e-05, 'optimizer_steps': 92}
{'avg_chunks': 4.4, 'loss': 3.0486231327056883, 'learning_rate': 1.674552288304223e-05, 'optimizer_steps': 92}
{'avg_chunks': 3.4, 'loss': 2.713809299468994, 'learning_rate': 1.671014813177095e-05, 'optimizer_steps': 93}
{'avg_chunks': 2.4, 'loss': 2.8470503807067873, 'learning_rate': 1.671014813177095e-05, 'optimizer_steps': 93}
{'avg_chunks': 3.0, 'loss': 2.47082724571228, 'learning_rate': 1.671014813177095e-05, 'optimizer_steps': 93}
{'avg_chunks': 2.2, 'loss': 2.685942554473877, 'learning_rate': 1.667477338049967e-05, 'optimizer_steps': 94}
{'avg_chunks': 2.2, 'loss': 2.58413507938385, 'learning_rate': 1.667477338049967e-05, 'optimizer_steps': 94}
{'avg_chunks': 3.6, 'loss': 2.545736885070801, 'learning_rate': 1.667477338049967e-05, 'optimizer_steps': 94}
{'avg_chunks': 2.8, 'loss': 2.815824508666992, 'learning_rate': 1.663939862922839e-05, 'optimizer_steps': 95}
{'avg_chunks': 2.2, 'loss': 2.8803350925445557, 'learning_rate': 1.663939862922839e-05, 'optimizer_steps': 95}
{'avg_chunks': 2.8, 'loss': 2.7552180767059324, 'learning_rate': 1.663939862922839e-05, 'optimizer_steps': 95}
{'avg_chunks': 4.0, 'loss': 2.9048266410827637, 'learning_rate': 1.660402387795711e-05, 'optimizer_steps': 96}
{'avg_chunks': 2.8, 'loss': 2.5212151527404787, 'learning_rate': 1.660402387795711e-05, 'optimizer_steps': 96}
{'avg_chunks': 3.2, 'loss': 3.0294548988342287, 'learning_rate': 1.660402387795711e-05, 'optimizer_steps': 96}
{'avg_chunks': 2.4, 'loss': 2.4465407848358156, 'learning_rate': 1.660402387795711e-05, 'optimizer_steps': 96}
{'avg_chunks': 3.4, 'loss': 2.7277013778686525, 'learning_rate': 1.656864912668583e-05, 'optimizer_steps': 97}
{'avg_chunks': 3.2, 'loss': 3.2320580959320067, 'learning_rate': 1.656864912668583e-05, 'optimizer_steps': 97}
{'avg_chunks': 2.4, 'loss': 2.5080355644226073, 'learning_rate': 1.656864912668583e-05, 'optimizer_steps': 97}
{'avg_chunks': 3.0, 'loss': 2.590730667114258, 'learning_rate': 1.653327437541455e-05, 'optimizer_steps': 98}
{'avg_chunks': 3.4, 'loss': 3.03942289352417, 'learning_rate': 1.653327437541455e-05, 'optimizer_steps': 98}
{'avg_chunks': 2.6, 'loss': 2.518499660491943, 'learning_rate': 1.653327437541455e-05, 'optimizer_steps': 98}
{'avg_chunks': 2.4, 'loss': 2.492184591293335, 'learning_rate': 1.649789962414327e-05, 'optimizer_steps': 99}
{'avg_chunks': 3.8, 'loss': 3.0966350555419924, 'learning_rate': 1.649789962414327e-05, 'optimizer_steps': 99}
{'avg_chunks': 3.4, 'loss': 2.6989047050476076, 'learning_rate': 1.649789962414327e-05, 'optimizer_steps': 99}
{'avg_chunks': 3.4, 'loss': 2.807089376449585, 'learning_rate': 1.646252487287199e-05, 'optimizer_steps': 100}
{'avg_chunks': 2.6, 'loss': 2.829738712310791, 'learning_rate': 1.646252487287199e-05, 'optimizer_steps': 100}
{'avg_chunks': 3.6, 'loss': 3.056691026687622, 'learning_rate': 1.646252487287199e-05, 'optimizer_steps': 100}
{'avg_chunks': 3.2, 'loss': 2.70945086479187, 'learning_rate': 1.6427150121600708e-05, 'optimizer_steps': 101}
{'avg_chunks': 3.2, 'loss': 2.8794847965240478, 'learning_rate': 1.6427150121600708e-05, 'optimizer_steps': 101}
{'avg_chunks': 3.0, 'loss': 2.8257889270782472, 'learning_rate': 1.6427150121600708e-05, 'optimizer_steps': 101}
{'avg_chunks': 3.4, 'loss': 2.7966113090515137, 'learning_rate': 1.6427150121600708e-05, 'optimizer_steps': 101}
{'avg_chunks': 2.6, 'loss': 2.5315707206726072, 'learning_rate': 1.6391775370329428e-05, 'optimizer_steps': 102}
{'avg_chunks': 2.8, 'loss': 2.5635624885559083, 'learning_rate': 1.6391775370329428e-05, 'optimizer_steps': 102}
{'avg_chunks': 4.0, 'loss': 3.1467529773712157, 'learning_rate': 1.6391775370329428e-05, 'optimizer_steps': 102}
{'avg_chunks': 2.8, 'loss': 2.5585519790649416, 'learning_rate': 1.6356400619058148e-05, 'optimizer_steps': 103}
{'avg_chunks': 2.2, 'loss': 2.759961175918579, 'learning_rate': 1.6356400619058148e-05, 'optimizer_steps': 103}
{'avg_chunks': 2.6, 'loss': 2.934164619445801, 'learning_rate': 1.6356400619058148e-05, 'optimizer_steps': 103}
{'avg_chunks': 3.0, 'loss': 3.412148427963257, 'learning_rate': 1.6321025867786867e-05, 'optimizer_steps': 104}
{'avg_chunks': 2.8, 'loss': 2.6900679588317873, 'learning_rate': 1.6321025867786867e-05, 'optimizer_steps': 104}
{'avg_chunks': 3.0, 'loss': 2.7819517612457276, 'learning_rate': 1.6321025867786867e-05, 'optimizer_steps': 104}
{'avg_chunks': 3.0, 'loss': 2.8604666709899904, 'learning_rate': 1.6285651116515587e-05, 'optimizer_steps': 105}
{'avg_chunks': 3.0, 'loss': 2.529340314865112, 'learning_rate': 1.6285651116515587e-05, 'optimizer_steps': 105}
{'avg_chunks': 3.0, 'loss': 2.9079644680023193, 'learning_rate': 1.6285651116515587e-05, 'optimizer_steps': 105}
{'avg_chunks': 2.2, 'loss': 2.469423198699951, 'learning_rate': 1.6250276365244307e-05, 'optimizer_steps': 106}
{'avg_chunks': 4.0, 'loss': 2.90071587562561, 'learning_rate': 1.6250276365244307e-05, 'optimizer_steps': 106}
{'avg_chunks': 2.6, 'loss': 2.784392213821411, 'learning_rate': 1.6250276365244307e-05, 'optimizer_steps': 106}
{'avg_chunks': 2.0, 'loss': 2.681231451034546, 'learning_rate': 1.6250276365244307e-05, 'optimizer_steps': 106}
{'avg_chunks': 2.8, 'loss': 2.4608771324157717, 'learning_rate': 1.621490161397303e-05, 'optimizer_steps': 107}
{'avg_chunks': 3.8, 'loss': 2.8811964988708496, 'learning_rate': 1.621490161397303e-05, 'optimizer_steps': 107}
{'avg_chunks': 2.8, 'loss': 2.5132505893707275, 'learning_rate': 1.621490161397303e-05, 'optimizer_steps': 107}
{'avg_chunks': 3.2, 'loss': 2.71191143989563, 'learning_rate': 1.617952686270175e-05, 'optimizer_steps': 108}
{'avg_chunks': 2.8, 'loss': 2.842204475402832, 'learning_rate': 1.617952686270175e-05, 'optimizer_steps': 108}
{'avg_chunks': 2.6, 'loss': 2.6255008220672607, 'learning_rate': 1.617952686270175e-05, 'optimizer_steps': 108}
{'avg_chunks': 2.8, 'loss': 2.8333552360534666, 'learning_rate': 1.614415211143047e-05, 'optimizer_steps': 109}
{'avg_chunks': 3.0, 'loss': 2.7082950592041017, 'learning_rate': 1.614415211143047e-05, 'optimizer_steps': 109}
{'avg_chunks': 2.2, 'loss': 2.6511545181274414, 'learning_rate': 1.614415211143047e-05, 'optimizer_steps': 109}
{'avg_chunks': 2.4, 'loss': 2.758812665939331, 'learning_rate': 1.6108777360159186e-05, 'optimizer_steps': 110}
{'avg_chunks': 3.0, 'loss': 2.858523941040039, 'learning_rate': 1.6108777360159186e-05, 'optimizer_steps': 110}
{'avg_chunks': 3.2, 'loss': 2.854714107513428, 'learning_rate': 1.6108777360159186e-05, 'optimizer_steps': 110}
{'avg_chunks': 2.4, 'loss': 2.405544137954712, 'learning_rate': 1.6073402608887906e-05, 'optimizer_steps': 111}
{'avg_chunks': 3.2, 'loss': 2.7009286403656008, 'learning_rate': 1.6073402608887906e-05, 'optimizer_steps': 111}
{'avg_chunks': 2.2, 'loss': 2.8512166500091554, 'learning_rate': 1.6073402608887906e-05, 'optimizer_steps': 111}
{'avg_chunks': 2.4, 'loss': 2.935639762878418, 'learning_rate': 1.6073402608887906e-05, 'optimizer_steps': 111}
{'avg_chunks': 2.8, 'loss': 2.6357426404953004, 'learning_rate': 1.6038027857616626e-05, 'optimizer_steps': 112}
{'avg_chunks': 3.2, 'loss': 2.8192264556884767, 'learning_rate': 1.6038027857616626e-05, 'optimizer_steps': 112}
{'avg_chunks': 3.0, 'loss': 2.656500959396362, 'learning_rate': 1.6038027857616626e-05, 'optimizer_steps': 112}
{'avg_chunks': 3.4, 'loss': 2.9096288204193117, 'learning_rate': 1.6002653106345346e-05, 'optimizer_steps': 113}
{'avg_chunks': 3.0, 'loss': 2.7487317085266114, 'learning_rate': 1.6002653106345346e-05, 'optimizer_steps': 113}
{'avg_chunks': 3.0, 'loss': 2.7434599876403807, 'learning_rate': 1.6002653106345346e-05, 'optimizer_steps': 113}
{'avg_chunks': 3.4, 'loss': 2.711668825149536, 'learning_rate': 1.596727835507407e-05, 'optimizer_steps': 114}
{'avg_chunks': 2.6, 'loss': 2.872418451309204, 'learning_rate': 1.596727835507407e-05, 'optimizer_steps': 114}
{'avg_chunks': 2.8, 'loss': 2.5578193187713625, 'learning_rate': 1.596727835507407e-05, 'optimizer_steps': 114}
{'avg_chunks': 3.6, 'loss': 2.93146390914917, 'learning_rate': 1.593190360380279e-05, 'optimizer_steps': 115}
{'avg_chunks': 2.8, 'loss': 2.866462230682373, 'learning_rate': 1.593190360380279e-05, 'optimizer_steps': 115}
{'avg_chunks': 3.4, 'loss': 2.989742970466614, 'learning_rate': 1.593190360380279e-05, 'optimizer_steps': 115}
{'avg_chunks': 2.0, 'loss': 2.618282985687256, 'learning_rate': 1.589652885253151e-05, 'optimizer_steps': 116}
{'avg_chunks': 2.4, 'loss': 2.63535475730896, 'learning_rate': 1.589652885253151e-05, 'optimizer_steps': 116}
{'avg_chunks': 3.6, 'loss': 2.704295206069946, 'learning_rate': 1.589652885253151e-05, 'optimizer_steps': 116}
{'avg_chunks': 3.2, 'loss': 2.655198860168457, 'learning_rate': 1.589652885253151e-05, 'optimizer_steps': 116}
{'avg_chunks': 2.8, 'loss': 2.448389101028442, 'learning_rate': 1.5861154101260228e-05, 'optimizer_steps': 117}
{'avg_chunks': 3.6, 'loss': 3.359603691101074, 'learning_rate': 1.5861154101260228e-05, 'optimizer_steps': 117}
{'avg_chunks': 2.6, 'loss': 2.7553356170654295, 'learning_rate': 1.5861154101260228e-05, 'optimizer_steps': 117}
{'avg_chunks': 2.8, 'loss': 2.67561354637146, 'learning_rate': 1.5825779349988945e-05, 'optimizer_steps': 118}
{'avg_chunks': 2.8, 'loss': 2.644325685501099, 'learning_rate': 1.5825779349988945e-05, 'optimizer_steps': 118}
{'avg_chunks': 2.0, 'loss': 2.525458574295044, 'learning_rate': 1.5825779349988945e-05, 'optimizer_steps': 118}
{'avg_chunks': 3.8, 'loss': 3.150323438644409, 'learning_rate': 1.5790404598717664e-05, 'optimizer_steps': 119}
{'avg_chunks': 4.0, 'loss': 2.7281981468200684, 'learning_rate': 1.5790404598717664e-05, 'optimizer_steps': 119}
{'avg_chunks': 3.0, 'loss': 2.6454901695251465, 'learning_rate': 1.5790404598717664e-05, 'optimizer_steps': 119}
{'avg_chunks': 2.4, 'loss': 2.729205513000488, 'learning_rate': 1.5755029847446388e-05, 'optimizer_steps': 120}
{'avg_chunks': 3.0, 'loss': 2.9295254707336427, 'learning_rate': 1.5755029847446388e-05, 'optimizer_steps': 120}
{'avg_chunks': 2.4, 'loss': 2.707053470611572, 'learning_rate': 1.5755029847446388e-05, 'optimizer_steps': 120}
{'avg_chunks': 3.2, 'loss': 2.5361918449401855, 'learning_rate': 1.5719655096175107e-05, 'optimizer_steps': 121}
{'avg_chunks': 3.8, 'loss': 3.023995304107666, 'learning_rate': 1.5719655096175107e-05, 'optimizer_steps': 121}
{'avg_chunks': 3.2, 'loss': 2.836249828338623, 'learning_rate': 1.5719655096175107e-05, 'optimizer_steps': 121}
{'avg_chunks': 2.0, 'loss': 3.0186343669891356, 'learning_rate': 1.5719655096175107e-05, 'optimizer_steps': 121}
{'avg_chunks': 2.6, 'loss': 2.509497952461243, 'learning_rate': 1.5684280344903827e-05, 'optimizer_steps': 122}
{'avg_chunks': 2.4, 'loss': 2.5966185092926026, 'learning_rate': 1.5684280344903827e-05, 'optimizer_steps': 122}
{'avg_chunks': 2.8, 'loss': 2.5841876029968263, 'learning_rate': 1.5684280344903827e-05, 'optimizer_steps': 122}
{'avg_chunks': 2.2, 'loss': 2.7584486484527586, 'learning_rate': 1.5648905593632547e-05, 'optimizer_steps': 123}
{'avg_chunks': 3.6, 'loss': 2.768322706222534, 'learning_rate': 1.5648905593632547e-05, 'optimizer_steps': 123}
{'avg_chunks': 2.8, 'loss': 2.849034309387207, 'learning_rate': 1.5648905593632547e-05, 'optimizer_steps': 123}
{'avg_chunks': 2.4, 'loss': 2.6121283054351805, 'learning_rate': 1.5613530842361267e-05, 'optimizer_steps': 124}
{'avg_chunks': 2.8, 'loss': 2.9863545894622803, 'learning_rate': 1.5613530842361267e-05, 'optimizer_steps': 124}
{'avg_chunks': 3.2, 'loss': 2.4117427587509157, 'learning_rate': 1.5613530842361267e-05, 'optimizer_steps': 124}
{'avg_chunks': 3.6, 'loss': 3.293311357498169, 'learning_rate': 1.5578156091089987e-05, 'optimizer_steps': 125}
{'avg_chunks': 3.0, 'loss': 2.638010597229004, 'learning_rate': 1.5578156091089987e-05, 'optimizer_steps': 125}
{'avg_chunks': 2.6, 'loss': 2.603420782089233, 'learning_rate': 1.5578156091089987e-05, 'optimizer_steps': 125}
{'avg_chunks': 2.8, 'loss': 2.957873487472534, 'learning_rate': 1.5542781339818706e-05, 'optimizer_steps': 126}
Save completed. storage/outputs/xlnet_trainer_checkpoints/chkpt_2000
